id,type,mc_account_id,approved,name,logo_image,hidden,email,address,address2,city,state_id,zip,created,updated,deleted_date,user_access_id,resource_name,suite,lat,lng,contact_name,contact_phone,website,youtube_video_url,html_description,short_desc,mc_account_listings_resources_ids,mc_account_listings_sectors_ids,additional_institutions,institution_name,state,online_only,region_facet,funding_facet,physical_space_facet,facilities_facet,nonprofit_facet,professional_services_facet,other_facet,sectors_facet,all_sectors,additional_info,template_file,css_file,meta_description,meta_title,meta_keywords
301,1,,No,General Small Business Loan Program,filebin/USsba.png,No,,,,,0,,5/14/13 14:33,12/4/14 11:57,0000-00-00 00:00:00,26,General Small Business Loan Program,,,,,,http://help.businessusa.gov/ics/support/default.asp?deptID=30030&ccontent=http://www.sba.gov/loans/business,,"<p>The general small business, or 7(a) loan program is the SBA's primary business loan program. It is the agency's most frequently used financial assistance program because of its flexibility in loan structure, variety of loan proceed uses, and availability. The program has broad eligibility requirements and credit criteria to accommodate a wide range of financing needs. The business loans that SBA guarantees do not come from the agency, but rather from banks and other approved lenders.The loans are funded by these organizations, and they make the decisions to approve or not approve the applicants' requests. The SBA guaranty reduces the lender's risk of borrower non-payment. If the borrower defaults, the lender can request SBA to pay the lender that percentage of the outstanding balance guaranteed by SBA. This allows the lender to recover a portion from SBA of what it lent if the borrower can't make the payments.The borrower is still obligated for the full amount. To qualify for an SBA loan, a small business must meet the lender's criteria and the 7(a) requirements. In addition, the lender must certify that it would not provide this loan under the proposed terms and conditions unless it can obtain an SBA guaranty. If the SBA is going to provide a lender with a guaranty, the applicant must be eligible and creditworthy and the loan structured under conditions acceptable to SBA.</p>",,,,,U. S. Small Business Administration,,Yes,,Debt Financing (Including Loan Programs),,,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
302,1,,No,Microloan Program,filebin/USsba.png,No,,,,,0,,5/14/13 14:33,12/4/14 16:08,0000-00-00 00:00:00,26,Microloan Program,,,,,,http://help.businessusa.gov/ics/support/default.asp?deptID=30030&ccontent=http://www.sba.gov/loans/business,,"<p>The Microloan Program provides small, short-term loans to small business concerns and certain types of not-for-profit child-care centers. The SBA makes funds available to specially designated intermediary lenders, which are nonprofit community-based organizations with experience in lending as well as management and technical assistance. These intermediaries make loans to eligible borrowers. The maximum loan amount is $50,000, but the average microloan is about $13,000.</p>",,,,,U. S. Small Business Administration,,Yes,,Debt Financing (Including Loan Programs),,,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
303,1,,No,CDC/504 Loan Program,filebin/USsba.png,No,,,,,0,,5/14/13 14:33,12/4/14 9:15,0000-00-00 00:00:00,26,CDC/504 Loan Program,,,,,,http://help.businessusa.gov/ics/support/default.asp?deptID=30030&ccontent=http://www.sba.gov/loans/business,,"<p>The SBA 504 Loan program is a powerful economic development loan program that offers small businesses another avenue for business financing, while promoting business growth, and job creation. As of February 15, 2012, the $50 Billion in 504 loans has created over 2 million jobs. This program is a proven success and win-win-win for the small business, the community and participating lenders. The 504 Loan Program provides approved small businesses with long-term, fixed-rate financing used to acquire fixed assets for expansion or modernization. 504 loans are made available through Certified Development Companies (CDCs), SBA's community based partners for providing 504 Loans.</p>",,,,,U. S. Small Business Administration,,Yes,,Debt Financing (Including Loan Programs),,,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
304,1,,No,Chicago SCORE,filebin/scorelogo.gif,No,,500 W. Madison Street,,Chicago,13,60661,5/14/13 14:33,12/4/14 9:48,0000-00-00 00:00:00,26,Chicago SCORE,Suite 1150,41.882899,-87.64076,,312-353-7724,http://www.scorechicago.org/,,"<p>SCORE Chicago provides free business counseling, management consulting, and low cost workshops. We advise on how to get a business loan and offer other resources like templates for a business plan. SCORE counselors can help the entrepreneur start a business or a small business owner grow and prosper. The organization has more than 25 locations in the Chicago area. We also counsel by email nationwide.</p>",,,,,U. S. Small Business Administration,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
305,1,6fe4271e380dd90c467cc0cbfe488001aa6f4bfb,No,Central Illinois SCORE,filebin/scorelogo.gif,No,,121 N Main St,,Bloomington,13,61701-7620,5/14/13 14:33,12/4/14 9:27,0000-00-00 00:00:00,26,Central Illinois SCORE,,40.4790616,-88.9936128,,309-664-0549,http://centralillinois.score.org/,,"<p>Central Illinois SCORE provides free and confidential business advice and counseling tailored to meet the needs of your small business and your personal objectives. SCORE volunteers are real-world professionals with time-tested knowledge who donate thousands of hours to help small businesses succeed. Counselors are experts in such areas as accounting, finance, marketing, management and business plan preparation. We have assisted many clients in obtaining business loans.</p>",,,,,U. S. Small Business Administration,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,"----------------------------------------------
Resource Claimed
2014-04-01 16:36:06
Shannon Bayer --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=108
----------------------------------------------
",template.php,default.css,,,
306,1,,No,Decatur SCORE,filebin/scorelogo.gif,No,,1184 W. Main Street,Milliken University,Decatur,13,62522,5/14/13 14:33,12/4/14 10:32,0000-00-00 00:00:00,26,Decatur SCORE,,39.841122,-88.9760531,,217-424-6297,http://decatur.score.org/,,"<p>SCORE Chapter #296 provides free and confidential business advice and counseling tailored to meet the needs of your small business and your personal objectives. SCORE Chapter 296 also offers workshops, for a modest fee, for both start-up and in-business entrepreneurs.</p>",,,,,U. S. Small Business Administration,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
307,1,cc0ec851a13af27a7a2d91136497b7810b5c16d7,Yes,ECI SCORE,filebin/scorelogo.gif,No,,303 W. Kirby Avenue,,Champaign,13,61820,5/14/13 14:33,12/4/14 10:52,0000-00-00 00:00:00,26,ECI SCORE,,40.0979715,-88.2471211,,217-359-1791,http://eci.score.org/,,"<p>ECI SCORE mentors, serving East Central Illinois, are experienced and have access to numerous resources from which to gather business information necessary to help you make good business decisions.</p>",,,,,U. S. Small Business Administration,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,"----------------------------------------------
Resource Claimed
2013-07-12 10:07:53
Mary Emmons --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=52
----------------------------------------------
",template.php,default.css,,,SBA
308,1,,No,Fox Valley SCORE,filebin/scorelogo.gif,No,,1444 N. Farnsworth Avenue,,Aurora,13,60505,5/14/13 14:33,12/4/14 11:47,0000-00-00 00:00:00,26,Fox Valley SCORE,,41.787878,-88.282825,,630-375-6026,http://foxvalley.score.org,,"<p>Starting a business in Chicago's western suburbs? Or growing one with worldwide reach? SCORE's eight convenient locations in the counties of DuPage, Kane, Will, DeKalb, Kendall and McHenry are well positioned to help you succeed. Tap into the business savvy of our more than 90 volunteers. Don't go it alone.</p>",,,,,U. S. Small Business Administration,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
309,1,,No,Kankakee Valley SCORE,filebin/scorelogo.gif,No,,1690 Newtowne Drive,,Kankakee,13,60901,5/14/13 14:33,12/4/14 15:44,0000-00-00 00:00:00,26,Kankakee Valley SCORE,,41.175936,-87.84168,,815-427-9818,http://kankakeevalley.score.org,,"<p>SCORE is a nonprofit association dedicated to educating entrepreneurs and helping small businesses start, grow, and succeed nationwide. SCORE is a resource partner with the U.S. Small Business Administration (SBA), and has been mentoring small business owners for more than forty years. SCORE is a valuable network of 13,000+ volunteers who offer small business entrepreneurs confidential business counseling services at no charge. SCORE volunteers have the knowledge and experience to help any small business owner get the help they need. Our dedicated volunteers represent over 3,000 years of experience across 62 industries.</p>",,,,,U. S. Small Business Administration,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
310,1,,No,Northern Illinois SCORE,filebin/scorelogo.gif,No,,EIGERlab,605 Fulton Avenue,Rockford,13,61103,5/14/13 14:33,12/4/14 16:31,0000-00-00 00:00:00,26,Northern Illinois SCORE,,42.298881,-89.0695015,,815-962-0122,http://northernillinois.score.org,,"<p>Northern IL SCORE provides FREE small business mentoring on a regular schedule. Our mentors are experienced in many areas of industry with diverse backgrounds. Many are small business owners or managers themselves. View our mentor's business backgrounds, and request a mentor that matches his/her background to your area of business interest. Then contact us by phone or online to schedule your business mentoring session in person or online. Serving the counties of Boone, Winnebago, Stephenson, Jo Davies, Carroll, and Ogle, our mission is to provide expert business counseling and relevant resources thereby enabling you to start and grow your business.</p>",,,,U. S. Small Business Administration,EIGERlabåÊ,IL,No,,,,,,"Consulting,Business Development/Financial Planning",Educational & Training Programs,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,SBA
